,patient_id,sample_id,total_sequenced_cells,low_quality_cells,normal_cells,aberrant_normal_cells,sphase_cells,doublets,too_short_135_segment_cells,filter_passing_cells,0xWGD_cells,1xWGD_cells,2xWGD_cells,divergent_cells,0xWGD_divergent_cells,1xWGD_divergent_cells,2xWGD_divergent_cells,highquality_mean_total_mapped_reads,highquality_mean_coverage_depth,highquality_mean_coverage_breadth,highquality_mean_quality,highquality_mean_ploidy,highquality_mean_fraction_loh,highquality_mean_breakpoints,filtered_mean_total_mapped_reads,filtered_mean_coverage_depth,filtered_mean_coverage_breadth,filtered_mean_quality,filtered_mean_ploidy,filtered_mean_fraction_loh,filtered_mean_breakpoints
47,SPECTRUM-OV-065,SPECTRUM-OV-065_S1_RIGHT_OVARY,4180,3412,24,2,4,1,0,737,0,733,4,31,0.0,27.0,4.0,3179990.7395833335,0.08131847135416666,0.07400007232693159,0.9056588541666667,3.3507385032903065,0.23668578203639176,100.77213541666667,3184806.9945725915,0.08159349796472183,0.07421234289045958,0.9034328358208956,3.3961855685000253,0.24474271026873864,103.19402985074628
48,SPECTRUM-OV-068,SPECTRUM-OV-068_S1_INFRACOLIC_OMENTUM,859,202,195,6,7,17,0,432,0,425,7,10,0.0,3.0,7.0,3512343.6423135465,0.047849867579908674,0.04429358764186699,0.9595038051750381,2.7748471804648474,0.2789861515113898,108.54794520547945,3881383.5,0.05385772916666666,0.04964231257000971,0.9450740740740741,3.082509673083849,0.39928316143721476,150.93055555555554
49,SPECTRUM-OV-070,SPECTRUM-OV-070_S1_PELVIC_PERITONEUM,1719,307,179,129,64,11,1,1028,985,42,1,6,1.0,4.0,1.0,4593750.638810199,0.07921504036827196,0.07410454403807219,0.9876614730878187,2.0097662091409085,0.3318451474064215,92.37889518413597,4468236.282101167,0.07711788715953306,0.07213145571965408,0.986931906614786,1.9591147323097609,0.4223268266470809,104.05544747081711
50,SPECTRUM-OV-071,SPECTRUM-OV-071_S1_PELVIC_PERITONEUM,1680,275,196,33,33,32,0,1111,0,1093,18,10,0.0,6.0,4.0,7085996.46405694,0.10721616797153025,0.09806114580054769,0.9804427046263344,2.9249189332580423,0.22407237293075066,142.88042704626335,7394303.6273627365,0.11202564446444643,0.10222928578524974,0.9784212421242124,3.0872856324416706,0.26665171707482166,160.43564356435644
51,SPECTRUM-OV-075,SPECTRUM-OV-075_S1_LEFT_FALLOPIAN_TUBE,1720,299,444,60,9,9,1,898,30,848,20,41,0.0,21.0,20.0,4319306.860661506,0.07128543701618578,0.06559849722814769,0.9753441238564391,2.893894507488654,0.30400440516555927,89.70724841660802,4983822.234966593,0.08472045545657016,0.07741244555506763,0.9634721603563474,3.360434178408615,0.46920956072244646,124.88307349665924
52,SPECTRUM-OV-080,SPECTRUM-OV-080_S1_PELVIC_PERITONEUM,498,148,45,169,7,4,0,125,113,9,3,10,2.0,5.0,3.0,5628971.128571428,0.09047489142857142,0.08435790761048412,0.9939828571428572,2.083002085402957,0.0962368697478991,50.542857142857144,5665504.864,0.09095964799999999,0.08438956148860303,0.992448,2.0851973641243537,0.24049080882352936,53.384
53,SPECTRUM-OV-081,SPECTRUM-OV-081_S1_INFRACOLIC_OMENTUM,1700,671,227,340,18,10,0,434,36,394,4,69,0.0,65.0,4.0,5460817.299319728,0.09077201166180758,0.08304644258775026,0.9353508260447035,2.8586180301023876,0.08719244038790436,182.59086491739552,6925798.788018433,0.12200371658986175,0.10979887714323613,0.859705069124424,3.9031258859317997,0.1896713993191424,366.3271889400922
54,SPECTRUM-OV-081,SPECTRUM-OV-081_S1_LEFT_ADNEXA,838,631,14,0,6,6,0,181,180,1,0,1,0.0,1.0,0.0,4112187.9565217393,0.09765728502415459,0.08920841518167452,0.9593623188405797,2.159767072505245,0.18201827482456254,285.768115942029,4166819.458563536,0.09878485082872927,0.09020224089433597,0.9582651933701657,2.1652245688518272,0.19437907566570262,300.96132596685084
55,SPECTRUM-OV-082,SPECTRUM-OV-082_S1_INFRACOLIC_OMENTUM,859,296,21,0,22,2,0,518,0,514,4,8,0.0,4.0,4.0,4757791.271758437,0.08608809058614564,0.07896509331072397,0.9685328596802841,2.81183090265737,0.4313792934822699,109.86500888099467,4755256.872586872,0.08617628378378378,0.07903767756789935,0.9703088803088803,2.8475364394441223,0.4477449251131006,111.31853281853282
56,SPECTRUM-OV-083,SPECTRUM-OV-083_S1_INFRACOLIC_OMENTUM,860,103,97,117,22,4,0,517,0,508,9,2,0.0,1.0,1.0,5289126.424042272,0.0769726354029062,0.0705337823127768,0.9848428005284016,2.710039344849806,0.19718544409831523,87.71862615587847,5741687.984526112,0.08450329206963249,0.07699184482839651,0.9817678916827853,2.9608912176502877,0.272789122002813,106.58027079303675
57,SPECTRUM-OV-083,SPECTRUM-OV-083_S1_LEFT_ADNEXA,1719,1524,147,1,0,1,0,46,0,45,1,2,0.0,1.0,1.0,5750132.030769231,0.12797981538461536,0.11723398822219755,0.9228923076923077,2.2245288542603654,0.07825733043124343,21.753846153846155,7387671.978260869,0.16736432608695653,0.14795712916202425,0.8688260869565217,2.929076915927119,0.2494874026064952,61.869565217391305
58,SPECTRUM-OV-087,SPECTRUM-OV-087_S1_INFRACOLIC_OMENTUM,5184,4497,274,23,10,0,0,380,5,368,7,17,5.0,6.0,6.0,1269760.3187772925,0.03444819359534205,0.032940339163016516,0.9629694323144105,2.8472148286399825,0.15562853531336535,40.633187772925766,1443436.2815789473,0.03889742105263157,0.03697552762221041,0.945078947368421,3.4888237974122243,0.2557888552167728,58.64473684210526
59,SPECTRUM-OV-105,SPECTRUM-OV-105_S1_INFRACOLIC_OMENTUM,1720,371,840,103,18,13,0,375,0,374,1,3,0.0,2.0,1.0,5528420.301704966,0.10076113269088212,0.0928601634883503,0.9960548554484805,2.5496958060668,0.05908160355737115,60.61156412157153,7320354.989333333,0.1374084773333333,0.12328098509649887,0.9933386666666667,3.598045286268987,0.18623092878543437,122.416
60,SPECTRUM-OV-107,SPECTRUM-OV-107_S1_RIGHT_ADNEXA,1860,1734,0,0,7,0,0,119,0,119,0,2,0.0,2.0,0.0,5072883.380952381,0.10037505555555555,0.09129603721823921,0.9385396825396826,3.2958812777709263,0.34584866626389116,50.785714285714285,5066480.319327731,0.1000596050420168,0.09109548545791583,0.9432268907563025,3.29125492047486,0.3464472294107954,48.81512605042017
